"year","cntry","tvtot","happy","health","gndr"
2010,"PL",3,8,2,2
2010,"PL",3,8,1,1
2010,"PL",3,10,3,2
2010,"PL",4,7,5,1
2010,"PL",4,8,3,2
2010,"PL",7,8,2,2
2010,"PL",7,7,3,1
2010,"PL",6,0,5,1
2010,"PL",0,10,4,1
2010,"PL",0,8,1,1
2010,"PL",2,8,2,1
2010,"PL",4,6,2,2
2010,"PL",2,8,1,1
2010,"PL",7,10,4,1
2010,"PL",4,5,3,1
2010,"PL",4,8,1,1
2010,"PL",3,9,2,2
2010,"PL",4,7,3,2
2010,"PL",3,7,1,1
2010,"PL",5,8,2,2
2010,"PL",1,10,2,2
2010,"PL",5,5,3,2
2010,"PL",6,8,2,2
2010,"PL",4,3,3,2
2010,"PL",2,6,2,1
2010,"PL",2,10,1,2
2010,"PL",1,8,1,1
2010,"PL",7,10,3,2
2010,"PL",4,8,2,1
2010,"PL",5,7,2,1
2010,"PL",4,6,3,1
2010,"PL",3,10,5,1
2010,"PL",5,8,4,2
2010,"PL",4,5,3,2
2010,"PL",2,0,4,1
2010,"PL",1,4,3,1
2010,"PL",2,8,2,2
2010,"PL",4,4,3,1
2010,"PL",4,6,4,1
2010,"PL",4,9,1,2
2010,"PL",4,8,3,2
2010,"PL",4,10,2,1
2010,"PL",0,5,2,2
2010,"PL",2,10,1,2
2010,"PL",1,8,2,2
2010,"PL",2,5,3,1
2010,"PL",3,10,2,2
2010,"PL",7,10,1,2
2010,"PL",7,9,2,2
2010,"PL",7,5,3,2
2010,"PL",2,9,2,2
2010,"PL",6,2,2,1
2010,"PL",6,8,2,2
2010,"PL",4,9,1,1
2010,"PL",5,8,3,2
2010,"PL",2,6,3,1
2010,"PL",6,5,4,1
2010,"PL",7,6,4,2
2010,"PL",2,4,4,2
2010,"PL",6,10,2,2
2010,"PL",7,3,2,1
2010,"PL",4,8,1,1
2010,"PL",7,9,2,1
2010,"PL",6,7,4,1
2010,"PL",5,6,4,2
2010,"PL",5,7,2,1
2010,"PL",6,8,2,2
2010,"PL",7,10,2,2
2010,"PL",3,6,2,2
2010,"PL",2,9,2,1
2010,"PL",6,5,3,2
2010,"PL",1,8,1,1
2010,"PL",3,7,3,1
2010,"PL",0,6,2,1
2010,"PL",3,10,3,2
2010,"PL",4,8,3,1
2010,"PL",5,8,2,2
2010,"PL",7,10,2,1
2010,"PL",7,10,3,2
2010,"PL",4,10,1,1
2010,"PL",7,6,2,1
2010,"PL",7,5,4,1
2010,"PL",5,8,2,2
2010,"PL",2,3,3,1
2010,"PL",4,6,2,1
2010,"PL",5,8,1,1
2010,"PL",7,6,4,1
2010,"PL",6,9,1,1
2010,"PL",0,8,1,1
2010,"PL",3,8,2,2
2010,"PL",2,7,3,1
2010,"PL",0,5,2,1
2010,"PL",3,7,3,2
2010,"PL",1,8,2,2
2010,"PL",0,7,1,2
2010,"PL",6,10,2,2
2010,"PL",5,7,4,2
2010,"PL",0,5,3,1
2010,"PL",4,6,2,1
2010,"PL",4,9,1,1
2010,"PL",1,5,2,2
2010,"PL",2,8,2,2
2010,"PL",0,10,1,1
2010,"PL",7,7,2,2
2010,"PL",7,9,3,2
2010,"PL",4,8,1,1
2010,"PL",5,9,2,2
2010,"PL",3,6,2,1
2010,"PL",5,7,1,2
2010,"PL",2,7,2,2
2010,"PL",1,9,1,1
2010,"PL",6,9,3,1
2010,"PL",4,8,3,2
2010,"PL",6,4,3,1
2010,"PL",5,7,2,1
2010,"PL",1,7,2,2
2010,"PL",6,8,2,2
2010,"PL",1,9,2,2
2010,"PL",2,8,1,1
2010,"PL",2,10,2,1
2010,"PL",4,5,4,1
2010,"PL",0,6,4,2
2010,"PL",7,8,3,1
2010,"PL",1,7,3,1
2010,"PL",0,8,1,2
2010,"PL",3,9,2,2
2010,"PL",4,10,2,2
2010,"PL",2,5,4,2
2010,"PL",7,5,4,2
2010,"PL",4,5,3,2
2010,"PL",3,9,3,2
2010,"PL",6,8,4,1
2010,"PL",2,10,1,2
2010,"PL",3,10,1,1
2010,"PL",1,5,3,2
2010,"PL",2,5,2,1
2010,"PL",5,9,3,2
2010,"PL",4,9,1,1
2010,"PL",4,10,2,1
2010,"PL",6,4,3,1
2010,"PL",7,9,2,1
2010,"PL",2,8,2,1
2010,"PL",4,8,2,2
2010,"PL",7,3,4,1
2010,"PL",3,8,3,2
2010,"PL",7,3,3,1
2010,"PL",5,3,3,2
2010,"PL",5,9,2,2
2010,"PL",5,9,2,1
2010,"PL",6,10,1,2
2010,"PL",4,9,2,1
2010,"PL",0,8,3,2
2010,"PL",6,8,3,2
2010,"PL",6,9,1,2
2010,"PL",4,8,2,2
2010,"PL",2,10,3,1
2010,"PL",3,8,1,1
2010,"PL",2,5,2,2
2010,"PL",6,8,2,2
2010,"PL",7,8,3,1
2010,"PL",4,5,2,1
2010,"PL",4,7,2,2
2010,"PL",1,8,2,1
2010,"PL",2,7,2,1
2010,"PL",3,10,2,2
2010,"PL",7,8,3,2
2010,"PL",3,8,3,2
2010,"PL",0,10,1,1
2010,"PL",2,3,5,2
2010,"PL",2,8,3,1
2010,"PL",7,5,4,2
2010,"PL",3,10,1,1
2010,"PL",6,4,2,2
2010,"PL",4,10,2,1
2010,"PL",6,10,1,1
2010,"PL",6,7,2,1
2010,"PL",6,9,3,2
2010,"PL",0,8,1,2
2010,"PL",6,8,2,2
2010,"PL",0,9,2,2
2010,"PL",2,9,1,1
2010,"PL",6,9,3,2
2010,"PL",1,8,2,2
2010,"PL",5,6,1,2
2010,"PL",2,8,2,2
2010,"PL",7,7,1,1
2010,"PL",3,5,2,1
2010,"PL",3,5,2,1
2010,"PL",4,8,2,2
2010,"PL",2,8,2,2
2010,"PL",7,8,3,2
2010,"PL",4,8,1,1
2010,"PL",7,7,3,2
2010,"PL",3,10,4,2
2010,"PL",5,8,2,2
2010,"PL",7,5,3,1
2010,"PL",6,7,3,1
2010,"PL",6,6,3,2
2010,"PL",4,9,2,1
2010,"PL",4,8,5,2
2010,"PL",0,8,1,2
2010,"PL",2,10,1,1
2010,"PL",4,9,2,2
2010,"PL",7,5,3,1
2010,"PL",2,5,4,1
2010,"PL",4,8,3,1
2010,"PL",2,4,3,2
2010,"PL",4,9,2,2
2010,"PL",6,8,3,2
2010,"PL",2,5,3,2
2010,"PL",3,7,2,1
2010,"PL",2,10,3,2
2010,"PL",2,5,1,1
2010,"PL",2,8,3,2
2010,"PL",3,10,2,1
2010,"PL",1,7,1,1
2010,"PL",4,6,3,1
2010,"PL",2,8,1,1
2010,"PL",2,8,1,2
2010,"PL",2,4,3,1
2010,"PL",6,7,2,2
2010,"PL",0,8,2,1
2010,"PL",3,9,2,2
2010,"PL",2,7,2,1
2010,"PL",3,8,2,2
2010,"PL",2,8,1,2
2010,"PL",1,6,2,2
2010,"PL",5,7,1,1
2010,"PL",3,5,5,2
2010,"PL",2,7,1,2
2010,"PL",2,9,2,2
2010,"PL",4,7,2,2
2010,"PL",4,9,1,1
2010,"PL",1,8,2,1
2010,"PL",2,5,2,2
2010,"PL",2,10,1,1
2010,"PL",4,7,3,2
2010,"PL",5,7,3,2
2010,"PL",7,9,3,1
2010,"PL",2,10,3,2
2010,"PL",1,8,3,2
2010,"PL",2,8,3,2
2010,"PL",3,1,3,1
2010,"PL",7,8,2,1
2010,"PL",7,8,2,1
2010,"PL",1,4,2,2
2010,"PL",3,3,1,2
2010,"PL",5,8,2,1
2010,"PL",4,5,1,2
2010,"PL",3,9,1,1
2010,"PL",4,8,4,2
2010,"PL",4,6,3,2
2010,"PL",5,7,3,2
2010,"PL",4,5,3,1
2010,"PL",2,6,2,2
2010,"PL",3,5,4,1
2010,"PL",4,9,2,2
2010,"PL",4,7,3,2
2010,"PL",7,9,2,1
2010,"PL",3,7,2,1
2010,"PL",2,6,2,2
2010,"PL",2,8,1,2
2010,"PL",2,8,5,2
2010,"PL",3,10,2,1
2010,"PL",2,10,5,1
2010,"PL",2,6,3,1
2010,"PL",4,9,3,2
2010,"PL",7,7,3,1
2010,"PL",4,8,1,2
2010,"PL",4,6,3,1
2010,"PL",6,8,3,2
2010,"PL",2,2,2,1
2010,"PL",4,10,3,2
2010,"PL",4,6,3,1
2010,"PL",3,6,3,2
2010,"PL",6,6,3,1
2010,"PL",6,3,2,2
2010,"PL",1,5,1,1
2010,"PL",5,7,1,1
2010,"PL",2,1,1,1
2010,"PL",2,2,2,1
2010,"PL",6,8,2,2
2010,"PL",2,4,3,1
2010,"PL",6,9,1,1
2010,"PL",6,7,3,1
2010,"PL",6,8,3,2
2010,"PL",2,5,3,2
2010,"PL",5,8,3,1
2010,"PL",0,10,1,2
2010,"PL",3,5,4,2
2010,"PL",2,5,3,2
2010,"PL",3,6,3,1
2010,"PL",1,8,3,1
2010,"PL",2,9,1,1
2010,"PL",7,7,4,2
2010,"PL",4,10,2,1
2010,"PL",2,9,1,2
2010,"PL",4,8,3,1
2010,"PL",4,10,1,2
2010,"PL",7,8,2,2
2010,"PL",2,8,1,2
2010,"PL",4,7,2,1
2010,"PL",2,9,1,1
2010,"PL",4,9,2,2
2010,"PL",2,8,2,1
2010,"PL",6,8,2,1
2010,"PL",0,8,2,2
2010,"PL",5,10,1,1
2010,"PL",2,3,2,2
2010,"PL",2,7,2,2
2010,"PL",7,5,2,1
2010,"PL",7,9,1,2
2010,"PL",5,10,3,2
2010,"PL",2,8,2,1
2010,"PL",4,7,3,1
2010,"PL",2,2,4,1
2010,"PL",2,8,3,2
2010,"PL",4,8,2,1
2010,"PL",5,10,1,2
2010,"PL",3,9,1,1
2010,"PL",4,5,4,1
2010,"PL",2,5,2,2
2010,"PL",4,4,1,2
2010,"PL",4,10,1,1
2010,"PL",4,7,2,2
2010,"PL",3,8,2,2
2010,"PL",3,10,3,2
2010,"PL",3,8,2,1
2010,"PL",5,7,2,1
2010,"PL",4,5,3,2
2010,"PL",1,10,3,2
2010,"PL",7,7,2,1
2010,"PL",5,5,3,1
2010,"PL",6,7,3,1
2010,"PL",2,9,2,2
2010,"PL",2,8,2,2
2010,"PL",4,10,1,1
2010,"PL",7,7,1,1
2010,"PL",3,7,3,2
2010,"PL",2,8,2,1
2010,"PL",4,8,2,2
2010,"PL",2,9,1,1
2010,"PL",3,10,2,1
2010,"PL",0,9,3,2
2010,"PL",2,9,1,2
2010,"PL",1,3,3,2
2010,"PL",4,8,2,1
2010,"PL",4,8,2,2
2010,"PL",0,4,3,2
2010,"PL",2,8,2,1
2010,"PL",5,8,2,1
2010,"PL",2,8,2,2
2010,"PL",4,10,1,1
2010,"PL",4,3,2,2
2010,"PL",3,8,1,2
2010,"PL",2,10,2,2
2010,"PL",4,9,2,2
2010,"PL",4,8,3,1
2010,"PL",2,9,2,2
2010,"PL",6,7,1,1
2010,"PL",4,7,2,1
2010,"PL",2,7,1,2
2010,"PL",2,8,2,2
2010,"PL",2,8,2,2
2010,"PL",4,10,1,1
2010,"PL",2,9,4,2
2010,"PL",4,9,1,1
2010,"PL",3,9,2,1
2010,"PL",2,10,2,1
2010,"PL",1,8,1,1
2010,"PL",4,9,1,1
2010,"PL",0,3,4,1
2010,"PL",7,8,2,2
2010,"PL",7,5,2,1
2010,"PL",6,8,3,2
2010,"PL",7,8,1,2
2010,"PL",7,7,3,1
2010,"PL",6,8,2,1
2010,"PL",3,7,1,2
2010,"PL",7,6,3,1
2010,"PL",4,6,3,1
2010,"PL",4,7,1,1
2010,"PL",7,8,3,2
2010,"PL",7,9,2,2
2010,"PL",5,9,4,2
2010,"PL",4,9,1,1
2010,"PL",5,8,1,2
2010,"PL",2,10,2,2
2010,"PL",2,7,3,1
2010,"PL",4,8,2,1
2010,"PL",4,5,2,2
2010,"PL",5,6,2,1
2010,"PL",7,8,2,1
2010,"PL",2,5,2,2
2010,"PL",4,10,1,2
2010,"PL",4,10,3,1
2010,"PL",4,6,4,2
2010,"PL",2,7,3,1
2010,"PL",5,8,3,2
2010,"PL",6,7,2,2
2010,"PL",7,8,3,1
2010,"PL",1,7,2,1
2010,"PL",4,9,3,1
2010,"PL",4,1,3,2
2010,"PL",2,5,3,2
2010,"PL",2,5,4,1
2010,"PL",6,8,2,2
2010,"PL",5,7,2,1
2010,"PL",0,7,2,1
2010,"PL",6,7,2,2
2010,"PL",6,10,2,1
2010,"PL",2,8,1,1
2010,"PL",7,9,2,1
2010,"PL",5,8,2,1
2010,"PL",2,9,3,2
2010,"PL",4,9,2,2
2010,"PL",2,9,2,2
2010,"PL",2,8,1,1
2010,"PL",6,4,2,2
2010,"PL",3,9,2,2
2010,"PL",4,7,3,2
2010,"PL",7,4,2,2
2010,"PL",7,10,2,2
2010,"PL",6,10,3,1
2010,"PL",2,9,1,2
2010,"PL",4,5,5,2
2010,"PL",2,10,2,1
2010,"PL",5,10,1,1
2010,"PL",5,9,1,2
2010,"PL",6,7,3,1
2010,"PL",6,9,1,2
2010,"PL",3,7,1,1
2010,"PL",2,8,1,1
2010,"PL",1,9,2,2
2010,"PL",5,8,2,2
2010,"PL",7,4,3,1
2010,"PL",6,7,2,2
2010,"PL",2,7,3,2
2010,"PL",4,9,2,1
2010,"PL",2,6,1,1
2010,"PL",4,8,3,1
2010,"PL",7,10,2,2
2010,"PL",4,9,2,1
2010,"PL",4,5,2,1
2010,"PL",7,7,2,1
2010,"PL",4,8,2,2
2010,"PL",2,5,2,1
2010,"PL",4,7,3,2
2010,"PL",1,6,2,1
2010,"PL",5,5,3,2
2010,"PL",6,8,1,1
2010,"PL",3,8,2,2
2010,"PL",2,8,1,1
2010,"PL",5,10,3,2
2010,"PL",4,10,1,1
2010,"PL",1,8,3,1
2010,"PL",6,10,2,2
2010,"PL",2,8,2,1
2010,"PL",2,10,1,1
2010,"PL",3,7,3,1
2010,"PL",7,5,5,1
2010,"PL",7,8,2,1
2010,"PL",2,9,2,2
2010,"PL",5,6,3,2
2010,"PL",6,5,3,2
2010,"PL",4,8,1,2
2010,"PL",7,8,2,2
2010,"PL",7,10,1,2
2010,"PL",3,4,2,1
2010,"PL",6,8,2,1
2010,"PL",6,6,3,2
2010,"PL",2,5,3,1
2010,"PL",3,9,2,2
2010,"PL",3,7,2,2
2010,"PL",0,8,2,1
2010,"PL",6,10,3,1
2010,"PL",7,10,3,2
2010,"PL",4,9,2,2
2010,"PL",4,6,2,2
2010,"PL",4,2,3,2
2010,"PL",3,7,2,2
2010,"PL",2,6,2,1
2010,"PL",2,3,4,1
2010,"PL",6,9,1,2
2010,"PL",5,6,2,2
2010,"PL",5,10,1,2
2010,"PL",1,8,2,1
2010,"PL",7,9,2,2
2010,"PL",4,10,2,1
2010,"PL",2,7,3,2
2010,"PL",1,9,2,1
2010,"PL",4,8,3,1
2010,"PL",7,4,3,2
2010,"PL",6,9,4,2
2010,"PL",6,10,2,2
2010,"PL",2,9,3,2
2010,"PL",3,8,3,2
2010,"PL",3,9,1,2
2010,"PL",2,6,2,1
2010,"PL",0,9,1,2
2010,"PL",6,10,4,1
2010,"PL",7,9,1,2
2010,"PL",1,10,1,2
2010,"PL",3,7,1,2
2010,"PL",1,6,1,1
2010,"PL",1,6,1,2
2010,"PL",0,8,2,2
2010,"PL",4,2,3,1
2010,"PL",3,8,2,2
2010,"PL",6,5,2,1
2010,"PL",2,8,1,2
2010,"PL",3,7,3,2
2010,"PL",5,5,2,2
2010,"PL",3,10,1,2
2010,"PL",6,8,2,1
2010,"PL",2,3,3,2
2010,"PL",6,5,3,2
2010,"PL",4,9,2,2
2010,"PL",4,10,2,2
2010,"PL",3,6,2,2
2010,"PL",4,8,3,2
2010,"PL",4,10,2,1
2010,"PL",2,9,2,1
2010,"PL",3,6,2,1
2010,"PL",2,9,1,1
2010,"PL",4,8,3,2
2010,"PL",7,9,3,1
2010,"PL",2,10,3,2
2010,"PL",3,10,1,2
2010,"PL",4,5,3,2
2010,"PL",4,7,2,1
2010,"PL",2,10,1,2
2010,"PL",2,8,3,1
2010,"PL",5,8,2,1
2010,"PL",7,8,3,2
2010,"PL",6,0,3,2
2010,"PL",2,8,1,1
2010,"PL",4,10,2,2
2010,"PL",7,6,3,2
2010,"PL",4,10,2,2
2010,"PL",4,10,2,2
2010,"PL",3,9,3,1
2010,"PL",7,7,5,2
2010,"PL",2,9,2,2
2010,"PL",0,7,3,2
2010,"PL",3,7,2,2
2010,"PL",2,7,3,1
2010,"PL",0,1,4,1
2010,"PL",3,9,1,1
2010,"PL",6,7,1,2
2010,"PL",3,7,2,2
2010,"PL",2,10,2,1
2010,"PL",3,8,2,1
2010,"PL",1,8,1,1
2010,"PL",4,5,3,2
2010,"PL",2,10,1,2
2010,"PL",5,7,3,1
2010,"PL",7,6,2,2
2010,"PL",3,9,1,1
2010,"PL",2,9,2,2
2010,"PL",3,7,2,2
2010,"PL",7,10,3,2
2010,"PL",4,5,3,2
2010,"PL",4,5,3,2
2010,"PL",2,8,2,2
2010,"PL",3,8,3,2
2010,"PL",7,9,3,2
2010,"PL",7,7,2,1
2010,"PL",2,9,2,2
2010,"PL",2,7,4,2
2010,"PL",5,8,1,2
2010,"PL",7,7,4,1
2010,"PL",3,8,1,1
2010,"PL",2,8,2,2
2010,"PL",5,9,2,2
2010,"PL",2,7,2,2
2010,"PL",7,6,2,2
2010,"PL",6,8,1,1
2010,"PL",3,8,2,1
2010,"PL",6,8,2,2
2010,"PL",6,5,2,2
2010,"PL",5,7,3,2
2010,"PL",2,10,2,1
2010,"PL",5,7,3,2
2010,"PL",4,8,1,1
2010,"PL",4,7,2,1
2010,"PL",5,9,2,1
2010,"PL",6,10,3,2
2010,"PL",6,9,3,1
2010,"PL",0,2,2,1
2010,"PL",1,8,3,1
2010,"PL",6,6,3,1
2010,"PL",5,8,2,1
2010,"PL",6,6,2,1
2010,"PL",6,7,3,1
2010,"PL",4,10,2,2
2010,"PL",2,8,1,2
2010,"PL",3,4,2,2
2010,"PL",2,8,2,2
2010,"PL",3,10,1,1
2010,"PL",6,8,2,1
2010,"PL",1,9,1,1
2010,"PL",6,5,2,1
2010,"PL",5,5,2,1
2010,"PL",7,7,2,1
2010,"PL",6,2,3,1
2010,"PL",2,6,2,2
2010,"PL",3,2,3,2
2010,"PL",2,9,3,1
2010,"PL",5,8,2,2
2010,"PL",4,6,3,2
2010,"PL",4,8,2,2
2010,"PL",6,3,2,1
2010,"PL",6,9,3,2
2010,"PL",7,10,2,2
2010,"PL",1,9,1,1
2010,"PL",6,9,2,1
2010,"PL",5,6,2,2
2010,"PL",4,3,2,2
2010,"PL",6,9,2,1
2010,"PL",2,5,3,1
2010,"PL",6,9,2,1
2010,"PL",6,10,1,2
2010,"PL",2,7,2,1
2010,"PL",7,7,2,1
2010,"PL",5,8,1,2
2010,"PL",5,8,1,2
2010,"PL",3,8,3,2
2010,"PL",2,5,3,1
2010,"PL",4,5,3,2
2010,"PL",3,8,2,1
2010,"PL",5,0,4,1
2010,"PL",0,9,1,2
2010,"PL",4,9,3,1
2010,"PL",3,9,2,2
2010,"PL",6,7,3,1
2010,"PL",4,9,1,1
2010,"PL",2,10,1,2
2010,"PL",3,8,2,2
2010,"PL",3,7,2,1
2010,"PL",4,8,3,2
2010,"PL",6,8,1,1
2010,"PL",7,7,3,2
2010,"PL",7,5,3,2
2010,"PL",3,5,3,1
2010,"PL",3,6,4,1
2010,"PL",5,8,2,2
2010,"PL",3,10,1,1
2010,"PL",0,9,2,1
2010,"PL",4,8,1,1
2010,"PL",2,7,1,2
2010,"PL",4,8,3,2
2010,"PL",4,9,2,2
2010,"PL",4,6,2,1
2010,"PL",2,7,3,1
2010,"PL",2,8,2,2
2010,"PL",3,8,3,1
2010,"PL",4,8,2,2
2010,"PL",3,5,3,1
2010,"PL",7,3,4,2
2010,"PL",7,10,2,2
2010,"PL",3,8,3,2
2010,"PL",5,3,3,1
2010,"PL",3,7,4,2
2010,"PL",0,9,1,1
2010,"PL",2,9,2,2
2010,"PL",4,7,2,1
2010,"PL",3,7,2,1
2010,"PL",2,10,3,2
2010,"PL",4,5,4,2
2010,"PL",4,8,3,1
2010,"PL",0,8,2,2
2010,"PL",7,8,2,1
2010,"PL",4,7,2,2
2010,"PT",6,6,3,1
2010,"PT",5,3,4,2
2010,"PT",6,7,4,2
2010,"PT",7,5,3,2
2010,"PT",6,7,2,2
2010,"PT",4,7,3,1
2010,"PT",4,7,3,2
2010,"PT",4,7,4,2
2010,"PT",6,3,2,2
2010,"PT",3,5,2,2
2010,"PT",5,5,2,1
2010,"PT",0,6,4,2
2010,"PT",6,6,4,1
2010,"PT",1,6,2,2
2010,"PT",1,7,3,2
2010,"PT",7,8,1,1
2010,"PT",7,4,3,2
2010,"PT",7,5,4,1
2010,"PT",5,5,2,2
2010,"PT",6,6,3,2
2010,"PT",6,5,3,2
2010,"PT",4,7,2,1
2010,"PT",4,7,2,2
2010,"PT",2,7,2,1
2010,"PT",2,5,2,2
2010,"PT",5,8,1,2
2010,"PT",2,4,4,2
2010,"PT",7,2,4,2
2010,"PT",4,7,1,1
2010,"PT",5,4,3,2
2010,"PT",1,8,1,1
2010,"PT",4,4,3,1
2010,"PT",5,5,3,2
2010,"PT",4,6,2,1
2010,"PT",2,6,2,1
2010,"PT",6,5,3,2
2010,"PT",2,8,1,2
2010,"PT",0,1,4,2
2010,"PT",7,4,4,1
2010,"PT",2,8,1,1
2010,"PT",6,7,3,2
2010,"PT",7,7,3,2
2010,"PT",4,8,2,1
2010,"PT",7,8,2,2
2010,"PT",5,9,2,2
2010,"PT",7,8,3,2
2010,"PT",0,2,4,2
2010,"PT",5,6,2,2
2010,"PT",4,10,4,1
2010,"PT",3,6,4,2
2010,"PT",4,7,2,2
2010,"PT",4,7,3,1
2010,"PT",2,6,3,2
2010,"PT",3,5,4,2
2010,"PT",5,7,2,1
2010,"PT",7,6,2,1
2010,"PT",3,6,2,2
2010,"PT",6,7,2,2
2010,"PT",6,6,2,1
2010,"PT",4,5,2,1
2010,"PT",3,6,3,1
2010,"PT",3,7,4,2
2010,"PT",6,7,1,2
2010,"PT",2,6,1,1
2010,"PT",6,5,3,2
2010,"PT",4,7,2,1
2010,"PT",6,6,2,2
2010,"PT",6,7,2,1
2010,"PT",4,5,2,2
2010,"PT",3,7,2,1
2010,"PT",1,7,1,2
2010,"PT",7,7,1,2
2010,"PT",7,7,4,2
2010,"PT",2,5,2,2
2010,"PT",4,5,3,1
2010,"PT",5,5,3,2
2010,"PT",3,7,3,1
2010,"PT",5,5,3,1
2010,"PT",5,6,2,1
2010,"PT",7,5,2,2
2010,"PT",6,7,2,1
2010,"PT",4,6,2,2
2010,"PT",4,7,2,2
2010,"PT",3,3,2,2
2010,"PT",4,6,2,2
2010,"PT",4,5,2,1
2010,"PT",3,5,4,2
2010,"PT",7,7,4,2
2010,"PT",7,5,3,1
2010,"PT",4,8,3,2
2010,"PT",5,8,2,1
2010,"PT",5,7,2,1
2010,"PT",6,9,3,1
2010,"PT",5,8,2,2
2010,"PT",3,7,3,2
2010,"PT",7,8,2,1
2010,"PT",6,8,3,2
2010,"PT",6,8,3,1
2010,"PT",2,6,4,2
2010,"PT",3,5,3,2
2010,"PT",2,5,2,2
2010,"PT",2,5,1,1
2010,"PT",4,5,4,2
2010,"PT",7,9,2,2
2010,"PT",7,8,3,2
2010,"PT",3,9,2,1
2010,"PT",6,8,3,2
2010,"PT",4,8,2,2
2010,"PT",3,10,2,2
2010,"PT",6,7,3,2
2010,"PT",5,8,1,1
2010,"PT",4,7,3,2
2010,"PT",1,8,2,1
2010,"PT",4,8,3,2
2010,"PT",4,8,2,1
2010,"PT",7,9,4,2
2010,"PT",3,9,3,1
2010,"PT",4,6,2,2
2010,"PT",3,7,2,1
2010,"PT",3,10,3,1
2010,"PT",6,7,2,2
2010,"PT",5,9,2,1
2010,"PT",5,8,3,1
2010,"PT",2,5,3,1
2010,"PT",3,4,2,2
2010,"PT",3,5,2,1
2010,"PT",4,4,2,1
2010,"PT",3,4,2,1
2010,"PT",4,5,3,2
2010,"PT",3,5,2,1
2010,"PT",2,6,3,2
2010,"PT",3,9,2,2
2010,"PT",4,7,2,1
2010,"PT",5,8,2,1
2010,"PT",4,9,2,2
2010,"PT",2,8,2,1
2010,"PT",3,8,2,1
2010,"PT",2,8,1,2
2010,"PT",2,8,1,2
2010,"PT",5,8,2,1
2010,"PT",2,5,4,1
2010,"PT",2,8,2,1
2010,"PT",4,5,2,2
2010,"PT",7,8,3,1
2010,"PT",7,7,2,2
2010,"PT",5,4,2,2
2010,"PT",6,7,3,2
2010,"PT",6,7,4,1
2010,"PT",3,7,3,1
2010,"PT",3,9,1,2
2010,"PT",3,5,2,2
2010,"PT",3,8,2,1
2010,"PT",3,5,2,2
2010,"PT",4,7,2,1
2010,"PT",4,7,2,2
2010,"PT",2,5,4,2
2010,"PT",4,7,2,1
2010,"PT",4,7,1,1
2010,"PT",4,7,2,2
2010,"PT",5,7,3,1
2010,"PT",7,7,3,1
2010,"PT",5,7,2,1
2010,"PT",6,6,2,2
2010,"PT",5,8,2,2
2010,"PT",7,7,3,2
2010,"PT",5,8,2,2
2010,"PT",7,4,2,2
2010,"PT",7,4,4,2
2010,"PT",7,8,1,1
2010,"PT",3,8,2,2
2010,"PT",6,7,2,1
2010,"PT",3,7,2,2
2010,"PT",3,5,2,2
2010,"PT",7,8,3,2
2010,"PT",7,7,3,1
2010,"PT",7,4,3,1
2010,"PT",7,5,2,2
2010,"PT",7,5,2,2
2010,"PT",4,8,2,2
2010,"PT",7,7,4,2
2010,"PT",6,7,4,1
2010,"PT",2,7,2,1
2010,"PT",3,7,2,1
2010,"PT",7,6,2,2
2010,"PT",7,8,3,1
2010,"PT",7,8,1,1
2010,"PT",7,8,2,2
2010,"PT",4,7,4,2
2010,"PT",7,7,1,2
2010,"PT",5,4,1,2
2010,"PT",7,6,3,2
2010,"PT",5,5,3,2
2010,"PT",7,7,2,1
2010,"PT",4,7,3,1
2010,"PT",7,7,2,2
2010,"PT",3,9,1,1
2010,"PT",2,8,4,2
2010,"PT",5,9,3,2
2010,"PT",1,9,1,2
2010,"PT",1,9,1,2
2010,"PT",3,7,3,2
2010,"PT",1,5,3,1
2010,"PT",7,8,2,2
2010,"PT",1,8,2,1
2010,"PT",3,6,2,2
2010,"PT",3,8,3,2
2010,"PT",4,9,1,1
2010,"PT",1,4,3,2
2010,"PT",3,10,1,1
2010,"PT",3,9,3,2
2010,"PT",2,9,2,1
2010,"PT",2,6,4,2
2010,"PT",2,4,4,2
2010,"PT",2,9,2,2
2010,"PT",3,5,2,2
2010,"PT",5,8,3,2
2010,"PT",2,7,3,2
2010,"PT",5,6,1,1
2010,"PT",3,8,2,2
2010,"PT",5,9,3,1
2010,"PT",3,8,2,2
2010,"PT",4,8,2,1
2010,"PT",2,7,3,2
2010,"PT",2,8,2,1
2010,"PT",2,7,2,2
2010,"PT",2,10,2,2
2010,"PT",2,8,2,2
2010,"PT",4,8,2,1
2010,"PT",3,9,3,2
2010,"PT",1,8,2,2
2010,"PT",6,9,1,1
2010,"PT",5,8,3,2
2010,"PT",4,8,4,1
2010,"PT",0,8,1,1
2010,"PT",2,8,2,2
2010,"PT",4,6,3,1
2010,"PT",3,8,1,1
2010,"PT",4,10,1,2
2010,"PT",5,10,3,2
2010,"PT",4,8,3,2
2010,"PT",6,7,1,1
2010,"PT",6,8,3,2
2010,"PT",2,9,2,1
2010,"PT",5,5,4,1
2010,"PT",3,10,1,1
2010,"PT",3,6,2,1
2010,"PT",3,8,2,2
2010,"PT",2,9,2,2
2010,"PT",6,9,3,1
2010,"PT",2,8,2,1
2010,"PT",2,9,3,2
2010,"PT",3,9,2,2
2010,"PT",6,6,3,2
2010,"PT",3,6,2,1
2010,"PT",2,9,1,1
2010,"PT",4,8,1,1
2010,"PT",4,7,1,2
